0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299
0.0,1.1004894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.315795,0.0,0.0,0.0,0.7916267,0.0,0.0,0.0,0.0,0.0,0.0,0.8646113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9257511,0.0,0.0,0.0,0.0,0.0,0.0,0.16408058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1987615,0.0,0.0,0.9483639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33488652,0.0,0.0,0.0,0.73544806,0.0,0.0,0.47435495,0.0,0.0,0.0,0.0,0.0,0.0,0.1274893,0.35441035,0.0,0.8643714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88087666,0.0,0.0,0.0,0.0,0.0,2.2924404,0.0,0.0,0.0,0.0,0.33247435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2988547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2912428,0.6737035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9990861,0.0,2.5000315,0.08341788,0.0,0.0,2.3507056,0.0,0.0,0.5551034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3197868,0.0,0.0,0.0,0.0,1.4915127,0.0,0.0,0.0,1.1251243,0.0,0.0,0.0,0.0,0.0,0.0,1.2400829,0.0,0.0,0.93580496,0.0,0.0,0.0,0.46235588,0.0,0.0,0.0,2.2892487,0.6959975,0.0,0.2140886,0.0,0.0,0.0,0.0,0.0,0.0,1.5482521,3.5665462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18391107,0.0,0.68788195,0.0,0.0,0.0,0.0,1.9100914,0.0,0.0,0.37674627,0.0,1.2468252,1.4132388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28020376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9731509,0.0,0.0,0.0,0.40262985,0.0,0.0,0.0,0.65426105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0199342,0.0,0.0,0.0,0.0,1.5199612,0.0,0.0,0.0,0.0,0.7527464,0.0,0.0
0.0,1.3122367,0.0,0.0,0.0,0.0,2.354562,0.0,0.7093929,0.71411645,0.9331446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0769842,0.0,0.0,0.0,0.0,0.0,0.0,1.9410654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23615092,0.0,0.0,0.38276127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12987868,0.0,0.0,0.0,0.1337747,0.0,0.0,0.0,0.0,0.3489682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2333905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3817672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32122827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4658045,1.1622444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3521882,0.0,0.0,0.0,0.0,0.0,0.0,0.7047277,0.0,0.0,0.0,0.0,0.43534362,0.9370763,0.0,0.0,0.0,0.0,0.0,2.122424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7660599,0.26911503,0.0,0.0,0.0,0.0,0.0,0.0,2.7254045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72394556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3225272,0.1779947,0.0,0.0,0.0,0.0,0.0,0.9481098,0.0,0.0,2.0174391,0.41804498,0.0,0.0,1.9624571,0.0,0.0,0.0,0.0,0.31480092,0.0,1.22325,0.0,0.0,1.3128707,0.0,0.0,0.0,0.0,0.0,0.0,0.5762101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1538856,0.0,0.0,0.0,0.30843222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022308677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22463404,0.0,0.0,0.0,0.0,1.6518798,0.2830929,0.0,0.0,0.0,0.0,0.0,0.0
0.1682593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88393193,0.7543789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7461835,0.51923186,0.5462914,0.0,0.0,0.0,0.0,0.0,0.70367503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88057584,0.0,0.0,0.0,0.0,0.0,0.23534416,0.0,0.42731676,0.09583152,0.0,0.0,0.0,0.50800145,0.0,0.0,0.0,0.89925766,0.0,0.0,0.6421177,0.0,0.92341095,0.0,0.0,0.0,1.6643388,0.0,0.44381955,0.0,0.93135065,0.0,1.8759804,0.4973451,0.0,0.0,1.0376575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57901275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7625862,0.0,0.0,0.0,0.0,1.1377757,0.0,0.6089258,0.33055216,0.0,0.0,0.0,0.18073952,0.0,0.0,0.0,0.0,1.3704202,0.0,0.0,0.0,0.34117576,0.0,0.0,2.73663,0.0,0.0,1.6060127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3770115,2.2741911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84161806,0.73765004,0.0,0.0,0.0,0.0,1.2684721,0.0,0.051082768,0.0,0.0,0.49081293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.063997455,0.43328366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9016462,0.0,0.0,0.0,0.0,0.0,0.25082168,0.73722965,0.0,0.0,0.0,0.0,0.0,0.0,0.37117192,1.488501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9724119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0270853,0.0,0.0,0.0,0.0,0.0,0.0,0.14634508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6766897,0.0,0.0,0.0,0.17979948,0.0,0.0,0.0,2.1066403,0.0,0.0,0.0,0.0
0.3121689,0.0,0.0,0.0,0.0,0.0,0.35966775,0.0,0.0,1.0703195,0.0,0.0,1.4619858,0.0,1.6315627,0.10179424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38981396,0.0,0.0,0.0,0.0,1.8641523,0.0,0.0,0.0,1.2716991,0.0,0.0,0.0,1.1469128,0.0,0.0,0.0,0.0,0.0,0.12164015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6069199,1.9122854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46107373,0.0,0.0,0.0,0.0,1.0089265,0.0,0.0,0.0,0.0,0.81639963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4840028,0.0,0.0,0.0,1.6625882,0.7421684,0.0,0.0,0.0,1.4000821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3823557,0.0,0.036723178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43221465,0.0,0.0,1.0140866,1.6830535,0.0,0.0,0.0,0.0,0.0,0.77422214,0.0,0.0,0.0,0.0,1.3648285,0.3407556,0.8731725,0.34862196,0.0,0.0,0.0,1.6033432,0.0,0.0,1.1764178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2804195,0.0,0.0,0.0,0.0,0.0,1.4460061,0.0,0.0,0.0,0.0,0.88704765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.753426,0.0,0.0,1.1359944,0.0,0.0,0.3187006,0.0,0.034444395,1.6162567,0.0,0.0,0.0,0.0,0.0,0.0,0.35948965,0.6961927,0.0,0.0,0.0,0.0,0.0,0.1859472,0.0,0.0,0.0,1.8754815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7962467,0.0,0.0,0.31639582,0.0,0.0,0.0,0.0,0.0,1.0809112,0.0,1.183245,0.0,1.2225642,0.0,0.0,0.0,0.0,1.8079433,0.0,0.0,0.14639182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7346184,0.0,0.0,0.0,1.119258,0.0,0.0,0.0,0.09860327,0.0,0.0,0.0,0.0,0.0,0.3716988,0.0,0.0,0.0,0.0,1.8467667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9130507,0.92334443,0.15708856,0.0,0.4807539,0.0,0.0,0.0,2.4869483,0.0,0.0,0.0,0.3707417
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0379071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39414135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6543269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14681117,0.0,0.2272011,0.0,0.0,0.0,0.5378121,0.024958344,0.0,0.0,0.0,0.0,0.7264696,0.0,0.0,1.6150032,0.86462754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.219511,1.1172242,0.0,0.0,1.4073654,0.0,0.0,0.0,0.0,0.06275789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1602559,0.0,1.0988324,0.0,0.8306091,0.0,0.0,0.0,0.94326603,0.0,0.0,0.0,0.0,0.0,0.0,2.2409427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5320129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6450388,0.0,0.0,0.0,0.0,0.77367836,0.0,0.0,0.055860244,0.0,0.0,0.0,0.0,0.0,0.0,1.9194937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2138976,0.0,0.0,0.0,0.0,2.3909268,1.3078674,0.0,0.0,0.28596863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36057752,0.0,1.3425409,0.0,0.0,0.0,0.32093602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3500624,0.0,0.0,0.058197528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1364582,1.7886045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.579813,0.0,0.0,0.0,0.15665665,0.0,0.0,0.0,0.0,0.0,0.0,0.7021261,0.0,0.0,0.0,1.3274813,0.0,0.0,0.0,0.0,0.0,0.49356583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9381858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98212105,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2062168,0.0,0.96663177,0.068516746,0.0,0.021404222,1.5405792,0.0,0.0,0.6587232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19768922,2.421348,0.8800496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011233794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8553041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1514862,0.0,0.0,0.60129863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21970591,1.1300305,1.235038,0.0,0.0,0.73155326,0.0,0.0,0.0,0.0,0.39293236,0.96901166,0.0,0.0,0.0,1.3010899,0.0,1.6489638,0.8156829,0.0,0.9211107,1.690029,1.0648421,0.0,0.0,0.0,0.0,0.0,2.1485925,0.0,0.0,0.0,0.0,1.0405843,0.0,0.0,1.0740936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010605475,0.0,0.0,0.8477728,0.0,0.27609888,0.0,0.0,0.0,0.0,0.0,0.0,0.846466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2994307,0.63221323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2550792,0.0,0.0,0.0,1.162474,0.0,1.6198295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84149086,0.0,1.2186034,0.0,0.21292289,0.0,0.0,0.99813515,0.7392854,0.0,0.0,0.0,0.0,1.4799895,0.0,0.0,0.99038184,0.0,0.0,0.0,0.0,0.0,0.0,1.5549814,2.3750072,0.0,0.2901675,1.7068397,0.0,0.0,0.0,1.1687608,0.0,0.0,0.0,0.0,2.0673635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9603791,0.0,0.0,0.0,0.0,0.0,1.023313,1.6135601,0.0,0.0,0.0,0.0,0.6948922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18884304,0.12083198,0.0,0.0,0.0,0.0,0.0,0.0,0.2501087,0.0,0.0,0.0,0.5782502,0.0,0.0,1.8288609,0.0,0.0,0.0,0.0,0.0,0.4857273,0.0,0.0,0.2779685,0.0,0.2500276,0.0,0.0,0.0,0.23426482,0.0,0.0,0.0,0.48347402,0.25330654,0.0,0.0,0.509226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20868601
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2078646,1.4379486,0.0,0.0,0.19928491,0.0,2.9166353,0.0,0.0,0.0,0.0,0.0,0.81152207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0340168,2.1741378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8800872,1.0510541,0.0,1.6626861,1.2411708,0.0,0.0,0.0,0.0,1.137967,0.0,0.0,0.9840335,0.7177353,0.0,0.0,0.064041585,0.0,0.0,0.37302145,0.0,0.60144764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5851376,0.1096622,0.055440076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8565464,0.0,1.6879294,1.9157217,0.0,0.0,0.0,0.7796499,0.0,0.0,0.0,0.9640654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7547332,1.2861739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9417851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4860796,1.7350972,0.0,0.0,0.0,0.0,0.0,0.0,0.44002327,0.0,0.0,0.0,0.50886756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9760293,0.0,0.0,0.0,0.0,0.3069242,0.0,0.0,0.076954186,0.4619016,0.61666614,1.2226546,0.0,0.0,1.0614748,0.0,1.1072001,0.0,0.0,0.0,0.48397887,0.0,0.0,0.0,0.0,0.0,0.0,0.087367445,0.0,0.0,0.4059746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0784864,1.7167202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1286753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40559632,1.6259662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.683594,0.0,0.0,0.60232425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.207497,0.0,0.0,0.5483873,0.0,0.0,0.0,0.0,1.0707089,0.38668668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78997946,0.0,0.0,0.3540731,0.0,0.0,0.716811,0.0,0.0,0.0,0.34976944,0.0,0.31525737
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3569715,0.0,0.0,0.2456418,0.0,0.0,0.0,0.053007364,0.0,0.0,0.96217936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.004175,0.0,0.0,0.0,0.0,0.0,0.0,1.9947301,0.0,0.0,0.0,0.0,0.0,0.32725653,0.0,0.0,0.0,0.0,0.0,0.0,1.0955247,0.0,0.69444567,0.0,0.0,0.035535842,0.0,0.0,0.0,0.0,0.0,0.71044517,1.2917062,0.47488025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24273667,0.0,0.0,0.0,0.96383536,0.0,1.4535828,0.0,0.0,0.0,0.0,0.0,0.0,3.1760054,0.0,0.0,0.0,0.0,0.0,0.0,0.3204616,0.18747076,0.0,0.0,1.0114628,0.0,0.0,0.0,0.0,0.0,1.0690159,3.645625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9651597,0.0,0.0,0.0,0.43040025,0.56000865,1.4982902,0.0,0.048773013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0029619,0.0,0.0,0.0,0.0,0.0,0.0,1.2977457,0.0,0.0,0.3708866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1797591,0.03972621,1.0805856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2658056,0.0,0.0,0.0,0.0,0.071319476,1.117142,0.0,0.0,2.681217,0.0,2.4596663,0.5002205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0232098,0.15323213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91209185,0.0,0.0,0.3293273,0.0,0.0,0.0,0.0,0.0,0.0,0.20544831,0.0,0.8031407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3091943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9716961,0.0,0.0,0.0,0.0,0.0,0.0,1.3627003,0.0,0.0,0.0,0.0,0.0,0.24783221,0.48203608,0.0,0.0,0.861375,0.0,0.0,0.0,2.0438843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5136364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6050607,0.0,0.37719792,0.0,0.0627305
0.0,0.0,0.0,0.0,0.0,0.29268357,1.6235442,0.0,1.0472394,0.75449747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8195833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8215911,0.0,0.887315,0.0,0.0,0.0,0.0,0.0,0.18603149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7073419,0.0,0.0,0.039256312,1.2691998,0.31306773,0.0,0.0,0.35906693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94097817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3719774,0.0,0.0,0.0,0.0,0.40943578,0.4851375,0.0,0.0,1.3498728,0.33029827,0.0,0.0,0.0,0.0,0.065777116,0.0,0.0,0.50588006,0.0,0.0,0.0,0.90566355,0.0,1.5054412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3553896,0.0,0.0,0.77258193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0526423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91423863,0.0,0.40540293,0.0,2.4473078,0.27592057,0.0,0.0,0.0,0.0,0.0,0.0,0.5386378,0.0,1.6533536,0.101502106,0.0,0.0,1.1100714,0.0,0.0,0.35842487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13132572,0.0,0.0,0.7564037,0.0,0.0,0.0,1.3411486,0.0,0.0,0.0,1.6654849,0.3019928,0.71969604,0.0,0.0,0.0,0.0,1.431214,0.0,0.0,0.899864,0.3076149,0.7545854,0.0,0.0,0.0,0.0,0.0,0.93665165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6605941,2.3510883,0.0,0.0,0.0,0.0,0.0,0.0,0.099805415,0.0,0.0,0.0,0.0,1.1562301,0.0,0.0,0.6013867,0.0,0.0,0.63857687,0.0,0.0,2.3257031,0.0,0.0,0.0,0.519395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31824797,0.114122994,0.0,0.0,0.0,0.0,0.0,1.332083,0.99689764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8707945,0.0,0.0,0.0,1.9071937,0.0,0.0,0.0,0.16833258,0.0,0.0,0.0,1.8306274,0.0,2.223398,0.0,1.1295089
0.0,0.0,0.0,0.0,0.0,0.0,1.7544621,0.0,1.0799465,0.0,0.0,0.0,0.0,1.0998646,1.3060089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32904252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82449955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22803265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20330754,1.9173218,0.5137039,0.0,2.529455,0.62323934,0.0,0.0,0.0,0.7661664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9215165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86454314,0.0,0.0,0.40438935,0.0,0.0,0.060811263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7517091,0.0,0.0,0.0,0.0,0.0,0.0,1.5500904,0.0,0.0,0.0,0.50115275,0.0,0.0,0.0,0.0,0.0,0.0,1.1564853,0.0,0.0,0.0,0.0,0.0,0.0,2.5091996,0.0,0.0,0.0,0.0,0.0,0.79740363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3759584,0.0,0.0,0.95245194,0.0,0.0,1.098637,0.0,0.0,0.0,0.0,0.0,0.0,1.1026036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6585923,0.0,0.0,0.28158596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2690414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6976124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9652161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2627696,0.0,0.43725884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0255677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011870343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
