label,x,y
wc0,-15.283221,-4.0775027
wc0,-15.319038,-4.5995913
wc0,-14.716256,-4.019899
wc0,-14.841757,-5.0373006
wc0,-15.33641,-5.1423464
wc0,-14.449554,-3.4858465
wc0,-14.667887,-5.311155
wc0,-15.400907,-2.6083903
wc0,-16.478378,-3.0175545
wc0,-15.7339735,-2.5704963
wc0,-14.235988,-3.0682282
wc0,-16.062332,-5.5234475
wc0,-17.049261,-4.065372
wc0,-14.176004,-5.36019
wc0,-15.564228,-5.7139773
wc0,-17.13512,-4.297387
wc0,-17.114717,-4.522928
wc0,-15.479413,-2.194582
wc0,-16.720905,-5.2509546
wc0,-16.710178,-5.4080544
wc0,-16.900686,-5.455811
wc0,-14.122558,-2.341851
wc0,-15.398545,-1.7855879
wc0,-16.832455,-5.8554835
wc0,-15.007451,-1.6804343
wc0,-14.447513,-6.31476
wc0,-15.33048,-6.4213915
wc0,-16.64931,-1.9586955
wc0,-15.03354,-1.6240067
wc0,-17.69106,-3.0229003
wc0,-15.532591,-1.5508516
wc0,-12.948042,-5.147904
wc0,-17.417658,-2.3888345
wc0,-14.2060375,-6.413282
wc0,-13.003358,-5.374303
wc0,-16.141823,-6.471098
wc0,-16.828115,-1.7802869
wc0,-13.526347,-6.14361
wc0,-12.772244,-5.127723
wc0,-14.408365,-6.613633
wc0,-13.187127,-5.866526
wc0,-14.779017,-6.747751
wc0,-16.322926,-1.3839095
wc0,-12.452563,-4.3236127
wc0,-13.306921,-2.031793
wc0,-18.168911,-5.0265727
wc0,-14.0445595,-6.801739
wc0,-13.355926,-1.8409848
wc0,-13.431981,-1.72868
wc0,-17.412281,-6.2040753
wc0,-18.44404,-3.4683774
wc0,-18.330559,-4.936611
wc0,-17.613039,-1.7629447
wc0,-12.797424,-6.080133
wc0,-18.543756,-4.16499
wc0,-18.531464,-4.487936
wc0,-18.64385,-4.34371
wc0,-18.681114,-4.0348296
wc0,-12.624995,-6.1015806
wc0,-12.093244,-5.1993737
wc0,-12.082753,-3.0287285
wc0,-16.230015,-7.397217
wc0,-15.12863,-0.48860747
wc0,-11.936265,-5.6177607
wc0,-18.46668,-1.9611105
wc0,-18.730646,-2.3974164
wc0,-18.739382,-2.4089527
wc0,-18.427944,-1.8719357
wc0,-18.433464,-5.9336963
wc0,-17.218744,-0.8077603
wc0,-12.127866,-6.1085086
wc0,-15.079277,-0.36843443
wc0,-12.122449,-2.2651286
wc0,-11.991579,-5.95906
wc0,-17.790537,-1.0888873
wc0,-14.948719,-0.28917867
wc0,-18.94705,-2.420557
wc0,-12.509287,-1.474354
wc0,-11.420437,-4.1764116
wc0,-14.126851,-7.7311993
wc0,-13.231942,-7.376177
wc0,-15.380916,-0.16776504
wc0,-11.710898,-2.5279617
wc0,-13.86001,-0.42166218
wc0,-13.833114,-0.41968384
wc0,-18.246979,-6.6539717
wc0,-12.476912,-6.942401
wc0,-17.55273,-0.6464771
wc0,-12.349404,-1.4346492
wc0,-11.941657,-1.9111395
wc0,-14.545771,-7.992655
wc0,-16.78917,-0.1803669
wc0,-18.049265,-7.0816584
wc0,-11.178506,-5.2791815
wc0,-12.92795,-0.59681135
wc0,-19.458084,-2.430502
wc0,-15.854751,-8.255207
wc0,-15.821437,-8.262692
wc0,-13.749706,-0.060260735
wc0,-17.796291,-7.5158467
wc0,-19.133446,-6.117214
wc0,-18.905785,-1.3231298
wc0,-17.829142,-0.3331317
wc0,-19.636877,-5.034817
wc0,-19.76089,-3.3157938
wc0,-19.809952,-3.5450099
wc0,-10.921214,-3.2473068
wc0,-13.473696,-8.143855
wc0,-12.424371,-7.5632334
wc0,-12.641454,-7.7246604
wc0,-11.16356,-6.060104
wc0,-11.2775955,-6.290352
wc0,-16.289772,-8.404819
wc0,-18.798677,-0.7302737
wc0,-10.613602,-4.3979173
wc0,-16.251854,0.5586244
wc0,-11.694744,-7.190735
wc0,-14.0516815,0.48246905
wc0,-14.18266,-8.653887
wc0,-12.748569,-0.09472269
wc0,-18.217667,-0.066388965
wc0,-20.179266,-4.570447
wc0,-19.56598,-1.4099933
wc0,-11.562747,-1.0765254
wc0,-11.6188965,-7.407919
wc0,-16.880373,0.69545275
wc0,-20.309643,-4.6764536
wc0,-10.53184,-5.7272267
wc0,-20.169819,-2.2538116
wc0,-10.586779,-6.0379276
wc0,-11.822041,-0.52594364
wc0,-10.451024,-5.677115
wc0,-11.45954,-0.84573597
wc0,-10.9799185,-1.3688424
wc0,-10.12323,-4.4513636
wc0,-15.068189,1.0893366
wc0,-14.231528,-9.069064
wc0,-15.841088,-9.126155
wc0,-11.2717705,-0.90254986
wc0,-20.577475,-4.5865345
wc0,-11.548396,-7.7786098
wc0,-11.696749,-7.979183
wc0,-16.19438,1.2008811
wc0,-19.825949,-0.924457
wc0,-11.26855,-0.6778869
wc0,-20.016953,-6.5692167
wc0,-13.316598,0.8352247
wc0,-15.703669,-9.310687
wc0,-20.681301,-4.8444343
wc0,-19.121273,-7.7490506
wc0,-15.167486,1.2836586
wc0,-9.918541,-3.8620982
wc0,-16.018574,-9.329387
wc0,-9.884637,-3.694175
wc0,-15.277047,1.3581394
wc0,-19.88662,-0.8013126
wc0,-20.852549,-3.3485186
wc0,-20.627016,-2.2062373
wc0,-19.009647,-8.056643
wc0,-9.7687435,-4.385521
wc0,-15.07683,1.446846
wc0,-20.073462,-0.87961596
wc0,-11.039359,-7.7170835
wc0,-18.98691,0.30044633
wc0,-16.676867,1.3751218
wc0,-20.742762,-2.2126968
wc0,-9.832164,-5.508427
wc0,-10.882289,-7.599285
wc0,-13.252642,-9.232089
wc0,-19.397837,-7.958013
wc0,-9.982007,-6.353552
wc0,-10.617895,-7.449222
wc0,-12.001442,0.5055476
wc0,-10.396934,-1.2285671
wc0,-17.967634,-9.048389
wc0,-9.906008,-6.3891172
wc0,-12.789783,-9.28967
wc0,-14.072615,1.6123207
wc0,-14.455634,-9.789829
wc0,-9.616833,-5.908027
wc0,-9.449547,-3.0340822
wc0,-11.0135145,0.021962803
wc0,-19.079796,0.79950637
wc0,-20.725647,-6.729981
wc0,-13.788743,-9.826997
wc0,-12.396828,1.1924442
wc0,-16.428246,1.9553488
wc0,-19.479567,0.67660326
wc0,-9.8743305,-1.3107799
wc0,-9.134424,-3.7658527
wc0,-18.852665,1.1803515
wc0,-9.504457,-2.0086327
wc0,-20.899368,-6.8282948
wc0,-9.527459,-6.6157084
wc0,-16.6642,-10.093217
wc0,-18.411587,1.5972563
wc0,-11.819297,1.1567866
wc0,-17.181541,2.0781949
wc0,-14.495702,-10.333542
wc0,-10.818324,-8.669932
wc0,-9.473006,-6.9326124
wc0,-20.329065,-8.133474
wc0,-12.549492,-9.985125
wc0,-13.124672,2.0872054
wc0,-16.85812,-10.372025
wc0,-10.581539,-8.718945
wc0,-20.612244,-8.002478
wc0,-13.028091,2.1176739
wc0,-17.98441,-10.068192
wc0,-13.389505,-10.409323
wc0,-21.020151,-0.182275
wc0,-20.119387,-8.692087
wc0,-15.033943,-10.681717
wc0,-15.105423,2.6345172
wc0,-10.263171,-8.575851
