label,x,y
wc2,-4.8134856,-6.273629
wc2,-5.1914487,14.488464
wc2,-6.4548316,13.0786495
wc2,15.459719,-8.706591
wc2,15.303809,17.254156
wc2,17.954304,-6.5858583
wc2,-2.8265228,16.879976
wc2,19.607273,12.98667
wc2,15.275939,17.375792
wc2,-8.193417,-1.1973144
wc2,10.717018,-11.0826235
wc2,-3.8545668,16.203209
wc2,21.300024,-1.4194956
wc2,15.110923,17.547632
wc2,-9.145531,2.073604
wc2,21.977922,0.5512075
wc2,7.810575,20.10827
wc2,1.6510494,-11.134806
wc2,16.761026,16.623568
wc2,-5.6950035,14.799976
wc2,22.20212,0.51989
wc2,-9.478969,2.6674674
wc2,-9.482207,7.0177207
wc2,-8.214163,-2.2582233
wc2,20.33599,12.77414
wc3,9.841813,2.4541578
wc3,7.9279985,2.5775533
wc3,10.344146,1.5242559
wc3,7.543996,1.2485979
wc3,8.375721,0.39894184
wc3,7.7107453,3.2214208
wc3,10.983498,0.89033747
wc3,7.136442,4.017289
wc3,7.669799,-0.76632833
wc3,9.4618635,4.7187266
wc3,8.120958,-1.1842568
wc3,6.0840364,3.3756537
wc3,9.752846,-1.2302332
wc3,6.547117,4.205752
wc3,8.605843,5.2363014
wc3,12.237997,1.3176574
wc3,5.542638,1.9785767
wc3,5.3667817,1.6023047
wc3,11.812109,4.0751543
wc3,7.4043946,-1.511115
wc3,12.663176,1.8616935
wc3,10.799469,5.127172
wc3,6.5356884,-1.0991871
wc3,12.228476,-0.033659402
wc3,7.7348228,-1.8830744
wc3,5.0179896,2.4880195
wc3,12.073647,-0.63630116
wc3,6.579743,5.2981777
wc3,6.8179803,5.4905753
wc3,13.059835,3.233062
wc3,8.583914,-2.4929414
wc3,8.759419,6.3917985
wc3,4.4510717,1.2635587
wc3,10.826746,-2.3007722
wc3,13.047981,3.9815476
wc3,13.070032,4.13162
wc3,13.716384,2.4454226
wc3,7.3257594,6.4639516
wc3,12.221144,5.520648
wc3,11.396525,6.124104
wc3,6.62784,-2.5469933
wc3,8.150152,-3.1072307
wc3,4.046283,0.8707395
wc3,5.535425,-1.9683017
wc3,9.527479,-3.3109171
wc3,5.538209,5.912517
wc3,4.3943515,-0.7861258
wc3,14.249017,2.8771505
wc3,12.4486685,-2.2860043
wc3,14.262839,3.2326972
wc3,7.712259,-3.6045983
wc3,10.490132,7.238828
wc3,3.2696543,1.5566303
wc3,12.295606,6.556747
wc3,3.3537307,3.5124843
wc3,12.514487,-2.6822343
wc3,12.519011,-2.6926303
wc3,12.345774,6.640296
wc3,4.1572275,5.4678593
wc3,8.108657,7.896992
wc3,13.645779,-1.83155
wc3,7.8851223,-4.2737727
wc3,14.994504,3.798732
wc3,3.8123548,-1.8918909
wc3,3.8475842,6.086901
wc3,2.4771616,1.677409
wc3,2.4071245,1.8485845
wc3,14.915634,-0.8367962
wc3,8.5131235,-4.808423
wc3,4.837373,7.4246154
wc3,15.708776,0.9582094
wc3,2.6859236,5.16544
wc3,12.5387,-4.1355243
wc3,2.677632,5.298016
wc3,13.588265,7.420487
wc3,6.786263,8.897553
wc3,16.089983,0.77528346
wc3,5.888918,-4.813372
wc3,3.6260757,7.1830215
wc3,14.986913,6.1495605
wc3,1.7768282,0.32373336
wc3,4.3366175,-4.029619
wc3,3.418373,7.420099
wc3,3.4881842,-3.4080765
wc3,7.728286,-5.7614264
wc3,10.653461,9.395753
wc3,5.3433423,-4.962572
wc3,16.651472,1.045967
wc3,4.8881264,8.720917
wc3,3.7654305,-3.910562
wc3,3.7988622,-3.9480624
wc3,11.82156,9.2115345
wc3,5.2442975,8.988998
wc3,10.688506,-6.000638
wc3,13.284315,-4.861487
wc3,0.9431518,3.177807
wc3,17.062855,2.3679214
wc3,14.848116,-3.6136198
wc3,1.9205842,-2.27918
wc3,12.288651,-5.731881
wc3,0.697393,3.4187686
wc3,14.804764,-4.0292764
wc3,8.002321,10.301599
wc3,16.405182,-1.8130424
wc3,15.075759,7.7795715
wc3,3.2078478,-4.325567
wc3,13.33908,9.247179
wc3,3.1264286,-4.305126
wc3,10.549121,-6.6140466
wc3,5.7777667,-6.193302
wc3,16.921614,5.334039
wc3,6.038912,-6.357301
wc3,0.29666358,1.0456549
wc3,17.832857,2.0674121
wc3,15.52909,7.872133
wc3,12.389408,-6.3802047
wc3,9.401156,-7.113774
wc3,8.847238,10.963851
wc3,8.4010725,10.985098
wc3,6.8592095,-6.989526
wc3,13.43568,9.834596
wc3,0.0749795,0.07367894
wc3,17.862776,4.4445
wc3,18.235676,2.9240024
wc3,18.125324,0.13653734
wc3,1.1181861,-3.0921972
wc3,10.932861,-7.4475
wc3,5.2299876,10.896252
wc3,1.8047938,8.888505
wc3,-0.48247975,4.908052
wc3,14.981805,-5.7529993
wc3,18.83443,1.6385031
wc3,-0.7061564,4.7387013
wc3,5.495581,-7.4389696
wc3,7.6535945,-8.064439
wc3,-0.34618992,-1.4059278
wc3,7.7550464,-8.140389
wc3,18.040382,-2.0794325
wc3,18.74024,4.3356857
wc3,9.664523,12.049328
wc3,11.005097,-8.105096
wc3,-1.1238445,3.5353627
wc3,18.825813,-0.20081408
wc3,18.379517,6.078609
wc3,-0.8299715,5.775434
wc3,3.739051,-7.0767665
wc3,13.25017,11.439418
wc3,-0.0074955313,8.131533
wc3,16.456808,9.431409
wc3,-0.0063928254,8.190513
wc3,16.689203,-5.2997074
wc3,18.81413,6.175159
wc3,14.165162,-7.591569
wc3,2.1512125,-6.460405
wc3,11.069038,-8.93214
wc3,5.2049775,12.493043
wc3,15.991849,10.410544
wc3,19.9991,2.2074084
wc3,19.887451,3.866634
wc3,20.030352,2.2900677
wc3,18.361153,7.8586187
wc3,11.419678,-9.134167
wc3,16.327654,-6.445364
wc3,-2.348048,1.4285971
wc3,4.54176,-8.535005
wc3,12.943211,12.552399
wc3,14.243691,12.043491
wc3,18.781824,-3.6466417
wc3,2.5300152,-7.4598403
wc3,-0.18889287,9.43075
wc3,-1.2301743,-3.2329094
wc3,10.475816,-9.681426
wc3,20.447956,3.9261193
wc3,6.29142,-9.488819
wc3,16.478878,-6.901758
wc3,1.1302373,-6.5890064
wc3,10.424889,-9.872425
wc3,-1.3184884,-3.4860547
wc3,20.63875,3.5911822
wc3,-2.5732408,-0.5983354
wc3,9.638755,13.917509
wc3,-0.065870985,-5.670324
wc3,-2.8471353,4.8350773
wc3,4.9090934,-9.386002
wc3,20.183567,6.7473917
wc3,5.6453686,-9.907926
wc3,1.4425368,-7.71345
wc3,19.690834,8.054085
wc3,-2.1765966,8.446903
wc3,3.5719192,13.615037
wc3,-3.6471248,2.4249043
wc3,16.186214,12.218407
wc3,21.540604,3.0379593
wc3,-3.2124605,6.650847
wc3,21.312176,-0.8001046
wc3,21.264923,5.421153
wc3,10.784823,-10.910412
wc3,21.518332,-0.24117401
wc3,12.117633,-10.6706705
wc3,-1.8146442,9.753105
wc3,21.792488,3.1153939
wc3,-3.090831,-2.6212564
wc3,15.199089,-9.656667
wc3,13.635579,-10.441306
wc3,22.024227,0.48523343
wc3,10.370878,15.202688
wc3,0.8356501,12.952872
wc3,22.226032,3.2176206
wc3,3.0228536,-10.000514
wc3,4.496151,-10.685191
wc3,7.4397902,-11.48528
wc3,22.307013,3.240705
wc3,9.245328,15.520523
wc3,11.17731,-11.469703
wc3,21.913212,5.9512715
wc3,8.902328,-11.75916
wc3,2.8497937,-10.165616
wc3,8.894338,-11.826736
wc3,22.101925,5.85241
wc3,20.891932,8.742305
wc3,4.3897705,-11.0728
wc3,22.187626,5.802749
wc3,21.418083,8.11026
wc3,16.519896,13.649472
wc3,20.782297,-5.1166706
wc3,14.564069,-10.88488
wc3,21.432896,8.343902
wc3,-3.1492243,-4.7979007
wc3,9.5616865,-12.214912
wc3,22.94457,2.822023
wc3,9.142996,16.161392
wc3,12.184775,-11.879472
wc3,-5.074051,4.916448
wc3,21.672749,-3.802767
wc3,4.73902,15.804063
wc3,-2.7556484,10.770135
wc3,-3.802651,-3.9119565
wc3,-2.7347145,10.812526
wc3,5.0833464,15.921115
wc3,9.871214,-12.3847885
wc3,16.811691,-9.983087
wc3,-0.5045838,13.338692
wc3,4.800035,-11.799367
wc3,18.024477,13.053532
wc3,-2.7030005,11.151761
wc3,22.191927,-3.252971
wc3,10.995509,16.288172
wc3,1.9009621,15.057278
wc3,15.341905,-11.124111
wc3,5.18685,16.27841
wc3,11.86754,-12.401857
wc3,23.227861,4.8134494
wc3,13.693612,15.888285
wc3,-4.394935,-3.8016093
wc3,21.369244,-5.548465
wc3,15.201975,15.2838545
wc3,15.162736,15.498799
wc3,4.7470865,-12.335572
wc3,15.077022,15.564245
wc3,16.602747,-10.817375
wc3,1.3069835,15.272018
wc3,15.275553,15.491041
wc3,16.799444,14.70123
wc3,19.154186,-8.855134
wc3,19.262444,-8.7957535
wc3,21.32383,10.513928
wc3,23.664257,-0.6124363
wc3,-5.5819545,-1.9786916
wc3,16.735281,14.97501
wc3,22.595085,-4.3183827
wc3,-4.973938,-3.8081532
wc3,3.3007553,16.513474
wc3,12.7724,-12.9055395
wc3,23.690378,-1.5448352
wc3,23.68092,-1.59639
wc3,7.4393983,17.414993
wc3,-2.4179568,13.073953
wc3,-6.5537167,3.124665
wc3,7.8882666,-13.530934
wc3,-3.0783708,12.516147
wc3,22.604303,9.227779
wc3,-2.6013048,-8.157554
wc3,24.163273,-0.44714114
wc3,17.771732,14.876909
wc3,-0.236905,15.258028
wc3,7.0395107,-13.671433
wc3,22.750875,9.349722
wc3,-6.948952,2.743312
wc3,13.202154,17.247555
wc3,23.782486,7.3426785
wc3,21.77529,-7.20116
wc3,-1.7704937,14.542506
wc3,-6.8096023,-0.58755213
wc3,21.960123,-7.032654
wc3,21.200235,-8.068795
wc3,-6.7073903,6.8185387
wc3,21.804754,-7.2799783
wc3,9.682861,-14.175592
wc3,4.0670147,17.652754
wc3,20.610651,13.016696
