,attr_id,seen_obj_acc,unseen_obj_acc,total_obj_acc
Load1,0.0,0.9343333333333333,,0.9343333333333333
Load2,1.0,,0.8123333333333334,0.8123333333333334
Load3,2.0,,0.9446666666666667,0.9446666666666667
Load4,3.0,,0.8006666666666666,0.8006666666666666
