,attr_id,seen_obj_acc,unseen_obj_acc,total_obj_acc
Load1,0.0,0.9856666666666667,,0.9856666666666667
Load2,1.0,0.976,,0.976
Load3,2.0,,0.9853333333333333,0.9853333333333333
Load4,3.0,,0.9753333333333334,0.9753333333333334
