lambda_rec,lambda_rep,lambda_grad,lambda_res,accuracy
0.08333333333333333,0.08333333333333333,0.08333333333333333,0,0.698411226272583
0.08333333333333333,0.08333333333333333,0.08333333333333333,1,0.6841121315956116
