lambda_rec,lambda_rep,lambda_grad,lambda_res,accuracy
0.08333333333333333,0.08333333333333333,0.08333333333333333,0,0.824222207069397
0.08333333333333333,0.08333333333333333,0.08333333333333333,1,0.8296666741371155
