lambda_rec,lambda_rep,lambda_grad,lambda_res,accuracy
0.08333333333333333,0.08333333333333333,0.08333333333333333,0,0.7899159789085388
0.08333333333333333,0.08333333333333333,0.08333333333333333,1,0.7744563221931458
