lambda_rec,lambda_rep,lambda_grad,lambda_res,accuracy
0.08333333333333333,0.08333333333333333,0.08333333333333333,0,0.7907142639160156
0.08333333333333333,0.08333333333333333,0.08333333333333333,1,0.8162500262260437
