lambda_rec,lambda_rep,lambda_grad,lambda_res,accuracy
0.08333333333333333,0.08333333333333333,0.08333333333333333,0,0.8584821224212646
0.08333333333333333,0.08333333333333333,0.08333333333333333,1,0.8233482241630554
