,attr_id,seen_obj_acc,unseen_obj_acc,total_obj_acc
WC2,0.0,,0.667629501251685,0.667629501251685
WC3,1.0,0.9996150885296382,,0.9996150885296382
WC4,2.0,1.0,,1.0
WC5,3.0,1.0,,1.0
